ProvinceKey,ProvinceName,ProvinceNameEng,RegionKey,Region,RegionEng,HouseholdIncomeRangeKey,HouseholdIncomeRange,HouseholdIncomeRangeEng,Year,TotalHousehold,HouseholdSize2Person,HouseholdSize4Person,HouseholdSize7Person,HouseholdSize8More,,,,
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,14,10,001 - 15,000 บาท,10,001 - 15,000 baht,2558,23269.02,9.5,2,1.4,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,15,15,001 - 30,000 บาท,15,001 - 30,000 baht,2558,14541.74,6,1.4,0.4,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,16,30,001 - 50,000 บาท,30,001 - 50,000 baht,2558,2196.46,1.2,0,0,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,17,50,001 - 100,000 บาท,50,001 - 100,000 baht,2558,265.49,0.1,0,0,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,18,มากกว่า 100,000 บาท,More than 100,000 baht,2558,0,0,0,0,0,,
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,10,ต่ำกว่า 1,500 บาท,Less than 1,500 baht,2559,0,0,0,0,0,,
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,11,1,500 - 3,000 บาท,1,500 - 3,000 baht,2559,4780.37,0,0.63,3.86,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,12,3,001 - 5,000 บาท,3,001 - 5,000 baht,2559,121074.23,11.95,29.68,39.49,70.14
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,13,5,001 - 10,000 บาท,5,001 - 10,000 baht,2559,203209.47,35.51,44.22,46.44,29.86
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,14,10,001 - 15,000 บาท,10,001 - 15,000 baht,2559,120948.96,32.3,22.93,9.49,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,15,15,001 - 30,000 บาท,15,001 - 30,000 baht,2559,35334.47,14.7,1.87,0,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,16,30,001 - 50,000 บาท,30,001 - 50,000 baht,2559,12541.44,4.89,0.68,0.73,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,17,50,001 - 100,000 บาท,50,001 - 100,000 baht,2559,1117.91,0.51,0,0,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,18,มากกว่า 100,000 บาท,More than 100,000 baht,2559,311.15,0.14,0,0,0,,
