ProvinceKey,ProvinceName,ProvinceNameEng,RegionKey,Region,RegionEng,HouseholdIncomeRangeKey,HouseholdIncomeRange,HouseholdIncomeRangeEng,Year,TotalHousehold,HouseholdSize2Person,HouseholdSize4Person,HouseholdSize7Person,HouseholdSize8More,,,,
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,11,1,500 - 3,000 บาท,1,500 - 3,000 baht,2556,2472.78,1.6,0,0,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,12,3,001 - 5,000 บาท,3,001 - 5,000 baht,2556,24424.04,14.2,0.8,0.3,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,13,5,001 - 10,000 บาท,5,001 - 10,000 baht,2556,209520.37,60,42.7,17.5,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,14,10,001 - 15,000 บาท,10,001 - 15,000 baht,2556,150331.12,11.3,33.5,47.5,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,15,15,001 - 30,000 บาท,15,001 - 30,000 baht,2556,81021.74,9.7,14.9,25.4,26.8
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,16,30,001 - 50,000 บาท,30,001 - 50,000 baht,2556,29365.9,1.8,7.1,6.9,41.8
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,17,50,001 - 100,000 บาท,50,001 - 100,000 baht,2556,7611.94,0.3,1.1,2.3,31.4
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,18,มากกว่า 100,000 บาท,More than 100,000 baht,2556,0,0,0,0,0,,
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,10,ต่ำกว่า 1,500 บาท,Less than 1,500 baht,2558,0,0,0,0,0,,
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,11,1,500 - 3,000 บาท,1,500 - 3,000 baht,2558,1314.81,0.7,0,0,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,12,3,001 - 5,000 บาท,3,001 - 5,000 baht,2558,19686.33,10.4,0,0,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,13,5,001 - 10,000 บาท,5,001 - 10,000 baht,2558,173540.41,55.9,31.1,3.9,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,14,10,001 - 15,000 บาท,10,001 - 15,000 baht,2558,157445.09,17.2,40.8,48.8,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,15,15,001 - 30,000 บาท,15,001 - 30,000 baht,2558,101551.92,11.7,23.2,36.9,41.9
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,16,30,001 - 50,000 บาท,30,001 - 50,000 baht,2558,20069.9,3,3.5,8.7,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,17,50,001 - 100,000 บาท,50,001 - 100,000 baht,2558,7319.05,1,1.4,1.7,58.1
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,18,มากกว่า 100,000 บาท,More than 100,000 baht,2558,265.49,0.1,0,0,0,,
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,10,ต่ำกว่า 1,500 บาท,Less than 1,500 baht,2559,0,0,0,0,0,,
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,11,1,500 - 3,000 บาท,1,500 - 3,000 baht,2559,0,0,0,0,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,12,3,001 - 5,000 บาท,3,001 - 5,000 baht,2559,23334.63,10.75,0,0,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,13,5,001 - 10,000 บาท,5,001 - 10,000 baht,2559,179405.3,54.84,29.17,7.49,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,14,10,001 - 15,000 บาท,10,001 - 15,000 baht,2559,132030.14,16.08,38.56,28.29,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,15,15,001 - 30,000 บาท,15,001 - 30,000 baht,2559,146743.26,16.52,28.51,57.16,93.19
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,16,30,001 - 50,000 บาท,30,001 - 50,000 baht,2559,14452.83,1.52,3.08,5.49,6.81
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,17,50,001 - 100,000 บาท,50,001 - 100,000 baht,2559,3351.83,0.29,0.68,1.57,0
34,อุบลราชธานี         ,Ubon Ratchathani    ,2,ภาคกลาง,Central,18,มากกว่า 100,000 บาท,More than 100,000 baht,2559,0,0,0,0,0,,
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,10,ต่ำกว่า 1,500 บาท,Less than 1,500 baht,2558,0,0,0,0,0,,
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,11,1,500 - 3,000 บาท,1,500 - 3,000 baht,2558,0,0,0,0,0
